what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511694587371
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1511694587428
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511694589895
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511694740106
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511694740106
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1511694742723
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511694742871
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511694747351
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.show.outline",1511694747365
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511694749257
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1511694755476
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511694755637
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511694756643
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.show.outline",1511694756657
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511694760111
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511694765233
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511694776760
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.navigate.backwardHistory",1511694776763
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511694779621
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511694793401
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511694793401
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1511694797481
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511694797481
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511694799270
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511694987241
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1511694996029
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511695015504
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511695049178
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1511695049230
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511695051973
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511695181575
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511695182708
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511716828278
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511716838039
opened,editor,org.eclipse.ui.browser,3.2.301.v20091215_35x,"org.eclipse.ui.browser.editor",1511716839049
activated,editor,org.eclipse.ui.browser,3.2.301.v20091215_35x,"org.eclipse.ui.browser.editor",1511716839107
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511761233938
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1511761236672
closed,editor,org.eclipse.ui.browser,3.2.301.v20091215_35x,"org.eclipse.ui.browser.editor",1511761236673
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511761302282
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511769629069
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511769629575
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1511769631595
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511769631873
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511769634941
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511769637631
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1511769637718
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511769640087
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511769642122
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1511769642226
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511769648211
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1511769652767
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511769653404
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1511769653495
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511769653840
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511772778190
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511772784611
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511772787283
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511772789742
