what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,1.0.101.R35x_v20100209,"org.eclipse.equinox.simpleconfigurator.manipulator",1511686138310
started,bundle,org.eclipse.equinox.util,1.0.100.v20090520-1800,"org.eclipse.equinox.util",1511686138311
started,bundle,org.eclipse.help,3.4.1.v20090805_35x,"org.eclipse.help",1511686138311
started,bundle,org.eclipse.jdt.core,3.5.2.v_981_R35x,"org.eclipse.jdt.core",1511686138311
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20090603,"org.eclipse.jdt.core.manipulation",1511686138311
started,bundle,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui",1511686138311
started,bundle,org.eclipse.jem,2.0.301.v201001252130,"org.eclipse.jem",1511686138311
started,bundle,org.eclipse.jem.util,2.0.201.v201001252130,"org.eclipse.jem.util",1511686138311
started,bundle,org.eclipse.jface,3.5.2.M20100120-0800,"org.eclipse.jface",1511686138311
started,bundle,org.eclipse.jpt.core,2.2.1.v200908270220,"org.eclipse.jpt.core",1511686138311
started,bundle,org.eclipse.jpt.eclipselink.core,1.2.0.v200905310000,"org.eclipse.jpt.eclipselink.core",1511686138311
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1511686138311
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.1.v200911141836,"org.eclipse.jst.common.project.facet.core",1511686138311
started,bundle,org.eclipse.jst.j2ee,1.1.301.v201001272230,"org.eclipse.jst.j2ee",1511686138311
started,bundle,org.eclipse.jst.j2ee.core,1.1.301.v200911302230,"org.eclipse.jst.j2ee.core",1511686138311
started,bundle,org.eclipse.jst.j2ee.ui,1.1.301.v201001252130,"org.eclipse.jst.j2ee.ui",1511686138311
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.300.v200901220600,"org.eclipse.jst.j2ee.webservice",1511686138311
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.300.v200902052230,"org.eclipse.jst.j2ee.webservice.ui",1511686138311
started,bundle,org.eclipse.jst.jee,1.0.201.v201002021055,"org.eclipse.jst.jee",1511686138311
started,bundle,org.eclipse.jst.jsf.common,1.1.9.v201001271707,"org.eclipse.jst.jsf.common",1511686138311
started,bundle,org.eclipse.jst.jsf.core,1.2.5.v201001271707,"org.eclipse.jst.jsf.core",1511686138311
started,bundle,org.eclipse.mylyn.bugzilla.core,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1511686138311
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1511686138311
started,bundle,org.eclipse.mylyn.commons.net,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.commons.net",1511686138311
started,bundle,org.eclipse.mylyn.commons.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.commons.ui",1511686138311
started,bundle,org.eclipse.mylyn.context.core,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.core",1511686138311
started,bundle,org.eclipse.mylyn.context.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.ui",1511686138311
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.monitor.ui",1511686138311
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.tasks.ui",1511686138311
started,bundle,org.eclipse.mylyn.team.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.team.ui",1511686138311
started,bundle,org.eclipse.team.core,3.5.1.r35x_20100113-0800,"org.eclipse.team.core",1511686138311
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1511686138311
started,bundle,org.eclipse.team.cvs.ui,3.3.202.r35x_20090930-0800,"org.eclipse.team.cvs.ui",1511686138311
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1511686138311
started,bundle,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui",1511686138311
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1511686138311
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1511686138311
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1511686138312
started,bundle,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.ide",1511686138312
started,bundle,org.eclipse.ui.intro,3.3.2.v20100111_35x,"org.eclipse.ui.intro",1511686138312
started,bundle,org.eclipse.ui.navigator,3.4.2.M20100120-0800,"org.eclipse.ui.navigator",1511686138312
started,bundle,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.resources",1511686138312
started,bundle,org.eclipse.ui.net,1.2.1.r35x_20090812-1200,"org.eclipse.ui.net",1511686138312
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1511686138312
started,bundle,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"org.eclipse.ui.workbench",1511686138312
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.workbench.texteditor",1511686138312
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1511686138312
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1511686138312
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1511686138312
started,bundle,org.eclipse.wst.common.emf,1.1.301.v200908181930,"org.eclipse.wst.common.emf",1511686138312
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.301.v200908101600,"org.eclipse.wst.common.emfworkbench.integration",1511686138312
started,bundle,org.eclipse.wst.common.frameworks,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks",1511686138312
started,bundle,org.eclipse.wst.common.frameworks.ui,1.1.301.v200908101600,"org.eclipse.wst.common.frameworks.ui",1511686138312
started,bundle,org.eclipse.wst.common.modulecore,1.1.301.v201001252130,"org.eclipse.wst.common.modulecore",1511686138312
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.1.v200911141735,"org.eclipse.wst.common.project.facet.core",1511686138312
started,bundle,org.eclipse.wst.jsdt.core,1.0.201.v2010012803,"org.eclipse.wst.jsdt.core",1511686138313
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.100.v200809240707,"org.eclipse.wst.jsdt.manipulation",1511686138313
started,bundle,org.eclipse.wst.jsdt.ui,1.0.201.v2010012803,"org.eclipse.wst.jsdt.ui",1511686138313
started,bundle,org.eclipse.wst.sse.core,1.1.402.v201001251516,"org.eclipse.wst.sse.core",1511686138313
started,bundle,org.eclipse.wst.validation,1.2.104.v200911120201,"org.eclipse.wst.validation",1511686138313
started,bundle,org.eclipse.wst.web,1.1.301.v200911302230,"org.eclipse.wst.web",1511686138313
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1511686138313
started,bundle,org.eclipse.wst.xml.core,1.1.402.v201001222130,"org.eclipse.wst.xml.core",1511686138313
os,sysinfo,,,"macosx",1511686138315
arch,sysinfo,,,"x86",1511686138315
ws,sysinfo,,,"cocoa",1511686138315
locale,sysinfo,,,"en_US",1511686138315
processors,sysinfo,,,"4",1511686138315
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1511686138315
java.runtime.version,sysinfo,,,"1.6.0_65-b14-468",1511686138315
java.specification.name,sysinfo,,,"Java Platform API Specification",1511686138315
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1511686138315
java.specification.version,sysinfo,,,"1.6",1511686138315
java.vendor,sysinfo,,,"Apple Inc.",1511686138315
java.version,sysinfo,,,"1.6.0_65",1511686138315
java.vm.info,sysinfo,,,"mixed mode",1511686138315
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1511686138315
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1511686138315
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1511686138315
java.vm.specification.version,sysinfo,,,"1.0",1511686138315
java.vm.vendor,sysinfo,,,"Apple Inc.",1511686138315
java.vm.version,sysinfo,,,"20.65-b04-468",1511686138315
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1511686154473
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1511686154477
closed,view,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.internal.introview",1511686154485
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.1.v200908111817,"org.eclipse.wst.common.project.facet.ui",1511686163046
started,bundle,org.eclipse.wst.web.ui,1.1.301.v201001252130,"org.eclipse.wst.web.ui",1511686163047
started,bundle,org.eclipse.jst.servlet.ui,1.1.301.v200908101600,"org.eclipse.jst.servlet.ui",1511686163048
started,bundle,org.eclipse.wst.server.core,1.1.102.v20100123,"org.eclipse.wst.server.core",1511686163090
started,bundle,org.eclipse.jst.j2ee.web,1.1.301.v200911302230,"org.eclipse.jst.j2ee.web",1511686163101
started,bundle,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui",1511686163121
started,bundle,org.eclipse.debug.core,3.5.1.v20091103_r352,"org.eclipse.debug.core",1511686163151
started,bundle,org.eclipse.jdt.launching,3.5.1.v20100108_r352,"org.eclipse.jdt.launching",1511686163174
started,bundle,org.eclipse.jdt.launching.macosx,3.2.0.v20090527,"org.eclipse.jdt.launching.macosx",1511686163181
started,bundle,org.eclipse.jst.common.frameworks,1.1.301.v201001252130,"org.eclipse.jst.common.frameworks",1511686163213
started,bundle,org.eclipse.jst.common.project.facet.ui,1.4.1.v200912011928,"org.eclipse.jst.common.project.facet.ui",1511686163348
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686163424
started,bundle,org.eclipse.jem.workbench,2.0.201.v200911302230,"org.eclipse.jem.workbench",1511686185185
started,bundle,org.eclipse.wst.common.uriresolver,1.1.301.v200805140415,"org.eclipse.wst.common.uriresolver",1511686185854
started,bundle,org.eclipse.wst.xsl.core,1.0.1.v200908101420,"org.eclipse.wst.xsl.core",1511686185950
started,bundle,org.eclipse.wst.dtd.core,1.1.300.v200904181727,"org.eclipse.wst.dtd.core",1511686186049
started,bundle,org.eclipse.wst.internet.cache,1.0.301.v200805140020,"org.eclipse.wst.internet.cache",1511686186102
started,bundle,org.eclipse.wst.xsd.core,1.1.401.v200903020335,"org.eclipse.wst.xsd.core",1511686186143
started,bundle,org.eclipse.xsd,2.5.0.v200906151043,"org.eclipse.xsd",1511686186151
started,bundle,org.eclipse.jst.jee.ui,1.0.201.v201002021208,"org.eclipse.jst.jee.ui",1511686186665
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.301.v201001252130,"org.eclipse.jst.j2ee.navigator.ui",1511686186712
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.201.v201001221931,"org.eclipse.wst.jsdt.web.core",1511686186752
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686186927
started,bundle,org.eclipse.pde.core,3.5.101.v20100104,"org.eclipse.pde.core",1511686187276
started,bundle,org.eclipse.wst.sse.ui,1.1.102.v200910200227,"org.eclipse.wst.sse.ui",1511686187705
started,bundle,org.eclipse.wst.html.ui,1.0.401.v200908111935,"org.eclipse.wst.html.ui",1511686187708
started,bundle,org.eclipse.wst.wsi.ui,1.0.500.v200901141851,"org.eclipse.wst.wsi.ui",1511686187727
started,bundle,org.eclipse.jst.jsp.core,1.2.204.v201001270045,"org.eclipse.jst.jsp.core",1511686187768
started,bundle,org.eclipse.jst.server.core,1.2.1.v20100127,"org.eclipse.jst.server.core",1511686187806
started,bundle,org.eclipse.wst.wsdl.validation,1.1.402.v200911251542,"org.eclipse.wst.wsdl.validation",1511686187841
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686194499
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1511686207728
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686207820
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1511686208630
started,bundle,org.eclipse.wst.html.core,1.1.300.v200903120608,"org.eclipse.wst.html.core",1511686208770
started,bundle,org.eclipse.wst.css.core,1.1.301.v200910161432,"org.eclipse.wst.css.core",1511686208827
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686209714
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686214957
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686222105
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686258809
no handler,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1511686259053
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686261493
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686264988
no handler,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1511686265765
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.AllMarkersView",1511686269947
started,bundle,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui",1511686271895
started,bundle,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.ui",1511686271896
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1511686272039
started,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.200.v200904140255,"org.eclipse.wst.jsdt.web.support.jsp",1511686272090
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.201.v2010012803,"org.eclipse.wst.jsdt.web.ui",1511686272115
started,bundle,org.eclipse.wst.css.ui,1.0.401.v200907171457,"org.eclipse.wst.css.ui",1511686272374
started,bundle,org.eclipse.jst.jsf.ui,1.2.3.v201001271707,"org.eclipse.jst.jsf.ui",1511686272420
started,bundle,org.eclipse.wst.dtd.ui,1.0.400.v200904300717,"org.eclipse.wst.dtd.ui",1511686272663
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1511686272735
opened,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1511686272773
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1511686272940
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.301.v201001252130,"org.eclipse.jst.j2ee.ejb",1511686273425
started,bundle,org.eclipse.jst.j2ee.jca,1.1.301.v201001252130,"org.eclipse.jst.j2ee.jca",1511686273440
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1511686273568
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1511686281477
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686288219
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686291057
error,log,,,"Unhandled event loop exception",1511686292736
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686298109
error,log,,,"Internal Error",1511686300508
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686305900
error,log,,,"Unhandled event loop exception",1511686308198
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686322748
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686327609
no handler,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1511686328057
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686332341
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686335146
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686340216
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686353875
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1511686354765
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1511686354846
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686364073
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686379011
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.newWizard",1511686379051
error,log,,,"Unhandled event loop exception",1511686381614
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686389659
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686392180
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring",1511686392529
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511686392583
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511686392712
started,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1511686392766
started,bundle,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.ui.views.log",1511686395705
started,bundle,org.eclipse.pde.ui,3.5.1.v201001121200,"org.eclipse.pde.ui",1511686395709
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1511686400317
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686403119
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686403274
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686405425
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1511686425135
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686425275
no handler,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1511686425733
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686429391
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686453143
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686455158
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686456444
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686462667
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686473064
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.newWizard",1511686473120
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686475986
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686479899
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1511686480446
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686486066
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686494020
opened,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1511686509161
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1511686509210
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1511686516041
started,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1511686516548
started,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1511686516561
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1511686516562
started,bundle,org.eclipse.compare,3.5.2.r35x_20100113-0800,"org.eclipse.compare",1511686516670
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511686521598
started,bundle,org.eclipse.jst.server.generic.core,1.0.506.v20090817,"org.eclipse.jst.server.generic.core",1511686521719
